,City,float_value,id,label,type,percent_value,string_value,currency_dollar_value,int_value,url_value
3,edmonton,0.6745,RENT-INDEX-TELESCORE,Rent index [Teleport score],float,,,,,
0,edmonton,,ELDERLY-PEOPLE,Percent of elderly people (65+ years) in country,percent,0.001818,,,,
1,edmonton,81.9,LIFE-EXPECTANCY,Life expectancy at birth in country,float,,,,,
2,edmonton,42.0,MEDIAN-AGE,Median age in country,float,,,,,
3,edmonton,,UNEMPLOYMENT-RATE,Unemployment rate in country,percent,0.0007099999999999999,,,,
0,edmonton,,EMPLOYER-SOCIAL-TAXES-CAP-OTHER,Maximum amount paid by employer as other social taxes per employee,currency_dollar,,,82.0,,
1,edmonton,,EMPLOYER-SOCIAL-TAXES-CAP-SOC-SEC,Maximum amount paid by employer as social security taxes per employee,currency_dollar,,,156.0,,
2,edmonton,,EMPLOYER-SOCIAL-TAXES-OTHER,Employer social taxes per employee,percent,0.02632,,,,
3,edmonton,,EMPLOYER-SOCIAL-TAXES-SOC-SEC,Employer social security taxes per employee,percent,0.0495,,,,
4,edmonton,,STARTUP-JOBS-AVAILABLE,Startup jobs available,int,,,,14.0,
5,edmonton,0.3402,STARTUP-JOBS-AVAILABLE-TELESCORE,Startup job availability [Teleport score],float,,,,,
6,edmonton,0.7194,STARTUP-SALARIES,Startup salary [Teleport score],float,,,,,
7,edmonton,,STARTUP-SALARIES-DETAIL,Startup salary,currency_dollar,,,65373.0,,
0,edmonton,,ENGLISH-SKILLS-DETAIL,English skills,int,,,,100.0,
1,edmonton,1.0,ENGLISH-SKILLS-TELESCORE,English skills [Teleport score],float,,,,,
2,edmonton,,SPOKEN-LANGUAGES,Spoken languages,string,,"English, French",,,
0,edmonton,,LGBT-DETAIL-ADOPTION,LGBT adoption rights,string,,✔ Legal,,,
1,edmonton,,LGBT-DETAIL-AGE-OF-CONSENT,LGBT age of consent,string,,✖ Unequal,,,
2,edmonton,,LGBT-DETAIL-CHANGING-GENDER,LGBT gender changing rights,string,,Varies by Region,,,
3,edmonton,,LGBT-DETAIL-CONVERSION-THERAPY,LGBT conversion therapy regulations,string,,Varies by Region,,,
4,edmonton,,LGBT-DETAIL-DISCRIMINATION,LGBT discrimination legality,string,,Illegal in some contexts,,,
5,edmonton,,LGBT-DETAIL-DONATING-BLOOD,LGBT blood donation regulations,string,,✖ Banned (5-year deferral),,,
6,edmonton,,LGBT-DETAIL-EMPLOYMENT-DISCRIMINATION,LGBT employment discrimination legality,string,,Sexual orientation only,,,
7,edmonton,,LGBT-DETAIL-HOMOSEXUALITY,LGBT homosexuality rights,string,,✔ Legal,,,
8,edmonton,,LGBT-DETAIL-HOUSING-DISCRIMINATION,LGBT housing discrimination legality,string,,Varies by Region,,,
9,edmonton,,LGBT-DETAIL-MARRIAGE,LGBT marriage rights,string,,✔ Legal,,,
10,edmonton,,LGBT-DETAIL-OPINION-PERCENT-IN-FAVOR,Homosexuality acceptance (percent of the surveyed population in favor),percent,0.8,,,,
11,edmonton,82.02,LGBT-INDEX,LGBT Equality Index,float,,,,,
12,edmonton,0.8369,LGBT-INDEX-TELESCORE,LGBT Equality Index [Teleport score],float,,,,,
13,edmonton,0.7482,TOLERANCE-TOWARDS-MINORITIES-TELESCORE,Tolerance towards minorities [Teleport score],float,,,,,
0,edmonton,24.4175,NETWORK-DOWNLOAD,Download speed (Mbps),float,,,,,
1,edmonton,0.4126,NETWORK-DOWNLOAD-TELESCORE,Internet access (download) [Teleport score],float,,,,,
2,edmonton,12.235,NETWORK-UPLOAD,Upload speed (Mbps),float,,,,,
3,edmonton,0.5094,NETWORK-UPLOAD-TELESCORE,Internet access (upload) [Teleport score],float,,,,,
0,edmonton,611.0,ELEVATION,Urban area elevation (meters),float,,,,,
1,edmonton,1.0,ELEVATION-HILLS,Presence of hills in city,float,,,,,
2,edmonton,1.0,ELEVATION-MOUNTAINS,Presence of mountains in city,float,,,,,
3,edmonton,0.677,SEASIDE-ACCESS-TELESCORE,Water access [Teleport score],float,,,,,
0,edmonton,0.8071,AIR-POLLUTION-TELESCORE,Air quality [Teleport score],float,,,,,
1,edmonton,0.6632,CLEANLINESS-TELESCORE,Cleanliness [Teleport score],float,,,,,
2,edmonton,0.8782,DRINKING-WATER-QUALITY-TELESCORE,Drinking water quality [Teleport score],float,,,,,
3,edmonton,0.9218,URBAN-GREENERY-TELESCORE,Urban greenery [Teleport score],float,,,,,
0,edmonton,0.5904,CRIME-RATE-TELESCORE,Crime rate [Teleport score],float,,,,,
1,edmonton,,GUN-DEATH-RATE,"Gun-related deaths per 100,000 residents per year",int,,,,1.97,
2,edmonton,0.9478,GUN-DEATH-SCORE-TELESCORE,Lack of gun related deaths [Teleport score],float,,,,,
3,edmonton,,GUN-OWNERSHIP,Guns per 100 residents,int,,,,30.8,
4,edmonton,0.8331,GUN-OWNERSHIP-SCORE-TELESCORE,Lack of guns [Teleport score],float,,,,,
5,edmonton,0.8905,GUN-SCORE-TELESCORE,Lack of guns and gun-related deaths [Teleport score],float,,,,,
0,edmonton,0.4528,COWORKING-SPACES-TELESCORE,Coworking spaces [Teleport score],float,,,,,
1,edmonton,,EVENTS-COUNT,Startup events,int,,,,211.0,
2,edmonton,,EVENTS-LAST-12-MONTHS,Number of startup events in the last 12 months,int,,,,487.0,
3,edmonton,0.7838,EVENTS-TELESCORE,Startup events [Teleport score],float,,,,,
4,edmonton,,FUNDERBEAM-TOTAL-STARTUPS,Total number of startups,int,,,,177.0,
5,edmonton,,MEETUPS-DETAIL-TOTAL-EVENTS,Number of upcoming meetup events,int,,,,36.0,
6,edmonton,,MEETUPS-GROUPS,Meetups groups,int,,,,45.0,
7,edmonton,,MEETUPS-MEMBERS,Meetups members,int,,,,14202.0,
8,edmonton,0.2176,MEETUPS-TELESCORE,Meetups [Teleport score],float,,,,,
9,edmonton,,STARTUP-CLIMATE-INVESTORS,Number of investors,int,,,,23.0,
10,edmonton,,STARTUP-CLIMATE-NEW-STARTUPS,Average monthly increase in number of startups,int,,,,3.0,
11,edmonton,0.3249,STARTUP-CLIMATE-NEW-STARTUPS-TELESCORE,Average monthly increase in number of startups [Teleport score],float,,,,,
12,edmonton,0.4516,STARTUP-CLIMATE-SCENE-TELESCORE,Startup climate scene [Teleport score],float,,,,,
13,edmonton,0.5999,STARTUP-CLIMATE-STARTUPS-TELESCORE,Startups [Teleport score],float,,,,,
14,edmonton,,WORKFROM-COWORKING-SPACES-COUNT,Coworking spaces on WorkFrom.co,int,,,,1.0,
0,edmonton,,COMPANY-PROFIT-TAX-RATE,Profit tax (%% of profit),percent,0.21,,,,
1,edmonton,0.9574,COMPANY-PROFIT-TAX-RATE-TELESCORE,Effective company profit tax rate on payouts as dividends [Teleport score],float,,,,,
2,edmonton,0.4975,INCOME-TAX-TELESCORE,Income tax level [Teleport score],float,,,,,
3,edmonton,,TAX-VAT,VAT (Sales Tax),percent,0.05,,,,
4,edmonton,,TIME-OVERHEAD-COMPANY-TAXES,Time overhead to file company taxes,int,,,,131.0,
0,edmonton,,HUMAN-CITIES-PAGE-URLS,Human city page,url,,,,,http://cities.human.co/details/Canada/Edmonton
1,edmonton,0.7035,TRAFFIC-INDEX-TELESCORE,Traffic handling [Teleport score],float,,,,,
0,edmonton,,AIRPORT-HUB-INDEX-DETAIL,Airport hub,int,,,,38.0,
1,edmonton,0.2345,AIRPORT-HUB-TELESCORE,Airport hub [Teleport score],float,,,,,
2,edmonton,0.1459,TRAIN-TRANSPORT-TELESCORE,Intercity train connectivity [Teleport score],float,,,,,
0,victoria,81.8,BUSINESS-FREEDOM,Business freedom,float,,,,,
1,victoria,0.8027,BUSINESS-FREEDOM-TELESCORE,Business freedom [Teleport score],float,,,,,
2,victoria,81.0,CORRUPTION-FREEDOM,Freedom from corruption,float,,,,,
3,victoria,0.8871,CORRUPTION-FREEDOM-TELESCORE,Freedom from corruption [Teleport score],float,,,,,
4,victoria,72.6,LABOR-RESTRICTIONS,Lack of labor restrictions,float,,,,,
5,victoria,0.6705,LABOR-RESTRICTIONS-TELESCORE,Lack of labor restrictions [Teleport score],float,,,,,
6,victoria,1.5,TIME-TO-OPEN-BUSINESS,Time to open a business,float,,,,,
7,victoria,1.0,TIME-TO-OPEN-BUSINESS-TELESCORE,Time to open a business [Teleport score],float,,,,,
0,victoria,0.3076,POPULATION-SIZE,Urban area population (millions),float,,,,,
1,victoria,4707.79345703125,POPULATION-UA-CENTER-DENSITY,Population density in people/sq km in UA center.,float,,,,,
2,victoria,1993.9897366322969,POPULATION-UA-DENSITY,Population density in people/sq km over full UA as defined by bounding box.,float,,,,,
0,victoria,12.8,WEATHER-AV-DAY-LENGTH,Average day length (hours),float,,,,,
1,victoria,151.9,WEATHER-AV-NUMBER-RAINY-DAYS,Average number of rainy days per year,float,,,,,
2,victoria,,WEATHER-AV-POSSIBILITY-SUNSHINE,Average annual percent chance of sunshine,percent,0.43700000000000006,,,,
3,victoria,,WEATHER-AVERAGE-HIGH,Average high temperature (Celsius),string,,14.4,,,
4,victoria,,WEATHER-AVERAGE-LOW,Average low temperature (Celsius),string,,5.6,,,
5,victoria,13.1,WEATHER-SUNSHINE-AMOUNT,Average daily solar radiation (Mj/m²),float,,,,,
6,victoria,,WEATHER-TYPE,Weather type,string,,Mediterran Climate,,,
0,victoria,0.5703,CONSUMER-PRICE-INDEX-TELESCORE,Inflation [Teleport score],float,,,,,
1,victoria,,COST-APPLES,A kilogram of Apples,currency_dollar,,,3.0,,
2,victoria,,COST-BREAD,Bread,currency_dollar,,,1.2,,
3,victoria,,COST-CAPPUCCINO,A Cappuccino,currency_dollar,,,3.5,,
4,victoria,,COST-CINEMA,Movie ticket,currency_dollar,,,9.2,,
5,victoria,,COST-FITNESS-CLUB,Monthly fitness club membership,currency_dollar,,,40.0,,
6,victoria,,COST-IMPORT-BEER,A beer,currency_dollar,,,2.6,,
7,victoria,,COST-PUBLIC-TRANSPORT,Monthly public transport,currency_dollar,,,72.0,,
8,victoria,,COST-RESTAURANT-MEAL,Lunch,currency_dollar,,,14.0,,
9,victoria,,COST-TAXI,5km taxi ride,currency_dollar,,,8.8,,
10,victoria,,RESTAURANT-PRICE-INDEX,Price of a meal at a restaurant,currency_dollar,,,62.06,,
0,victoria,0.3405,CULTURE-ART-GALLERIES-TELESCORE,Art galleries [Teleport score],float,,,,,
1,victoria,,CULTURE-ART-GALLERIES-VENUE-COUNT,Art galleries,int,,,,62.0,
2,victoria,0.3346,CULTURE-CINEMA-TELESCORE,Cinemas [Teleport score],float,,,,,
3,victoria,,CULTURE-CINEMAS-VENUE-COUNT,Cinemas,int,,,,14.0,
4,victoria,0.3609,CULTURE-COMEDY-CLUBS-TELESCORE,Comedy clubs [Teleport score],float,,,,,
5,victoria,,CULTURE-COMEDY-CLUBS-VENUE-COUNT,Comedy clubs,int,,,,5.0,
6,victoria,0.5142,CULTURE-CONCERTS-TELESCORE,Concerts [Teleport score],float,,,,,
7,victoria,,CULTURE-CONCERTS-VENUE-COUNT,Concert venues,int,,,,43.0,
8,victoria,0.4995,CULTURE-HISTORICAL-SITES-TELESCORE,Historical sites [Teleport score],float,,,,,
9,victoria,,CULTURE-HISTORICAL-SITES-VENUE-COUNT,Historical sites,int,,,,25.0,
10,victoria,0.4051,CULTURE-MUSEUMS-TELESCORE,Museums [Teleport score],float,,,,,
11,victoria,,CULTURE-MUSEUMS-VENUE-COUNT,Museums,int,,,,9.0,
12,victoria,0.3739,CULTURE-PERFORMING-ARTS-TELESCORE,Performing arts [Teleport score],float,,,,,
13,victoria,,CULTURE-PERFORMING-ARTS-VENUE-COUNT,Performing art venues,int,,,,59.0,
14,victoria,0.4418,CULTURE-SPORTS-TELESCORE,Sports [Teleport score],float,,,,,
15,victoria,,CULTURE-SPORTS-VENUE-COUNT,Sport venues,int,,,,6.0,
16,victoria,0.5917,CULTURE-ZOOS-TELESCORE,Zoos [Teleport score],float,,,,,
17,victoria,,CULTURE-ZOOS-VENUE-COUNT,Zoos,int,,,,2.0,
0,victoria,,CURRENCY-URBAN-AREA,Currency for urban area,string,,CAD,,,
1,victoria,1.2676461121,CURRENCY-URBAN-AREA-EXCHANGE-RATE,Currency exchange rate per US dollar for urban area,float,,,,,
2,victoria,,GDP-GROWTH-RATE,GDP growth rate,percent,0.02532,,,,
3,victoria,0.4499,GDP-GROWTH-RATE-TELESCORE,GDP growth rate [Teleport score],float,,,,,
4,victoria,,GDP-PER-CAPITA,GDP per capita,currency_dollar,,,44843.442,,
5,victoria,0.7182,GDP-PER-CAPITA-TELESCORE,GDP per capita [Teleport score],float,,,,,
0,victoria,,PISA-DETAIL-HAPPINESS,Percent of happy students,percent,0.7924683349556274,,,,
1,victoria,,PISA-DETAIL-MATH-HIGH-PERFORMERS,Percent of top performers in PISA math test,percent,0.16395889881368156,,,,
2,victoria,,PISA-DETAIL-MATH-LOW-PERFORMERS,Percent of low performers in PISA math test,percent,0.13828946464512126,,,,
3,victoria,515.4297028079022,PISA-DETAIL-MATH-MEAN-SCORES,Country mean scores in PISA math test,float,,,,,
4,victoria,,PISA-DETAIL-READING-HIGH-PERFORMERS,Percent of top performers in PISA reading test,percent,0.12856778143607905,,,,
5,victoria,,PISA-DETAIL-READING-LOW-PERFORMERS,Percent of low performers in PISA reading test,percent,0.10894788089799351,,,,
6,victoria,523.1240029666766,PISA-DETAIL-READING-MEAN-SCORES,Country mean scores in PISA reading test,float,,,,,
7,victoria,,PISA-DETAIL-SCIENCE-HIGH-PERFORMERS,Percent of top performers in PISA science test,percent,0.11311272404470786,,,,
8,victoria,,PISA-DETAIL-SCIENCE-LOW-PERFORMERS,Percent of low performers in PISA science test,percent,0.10422230388408599,,,,
9,victoria,525.4412921426247,PISA-DETAIL-SCIENCE-MEAN-SCORES,Country mean scores in PISA science test,float,,,,,
10,victoria,,PISA-MATHS-RANKING,PISA math ranking (high school),int,,,,9.0,
11,victoria,,PISA-RANKING,PISA ranking,int,,,,5.0,
12,victoria,0.9665,PISA-RANKING-TELESCORE,PISA ranking (high school) [Teleport score],float,,,,,
13,victoria,,PISA-READING-RANKING,PISA reading (high school),int,,,,2.0,
14,victoria,,PISA-SCIENCE-RANKING,PISA science (high school),int,,,,6.0,
15,victoria,0.1098,QUALITY-OF-UNIVERSITIES-TELESCORE,University quality [Teleport score],float,,,,,
16,victoria,,UNIVERSITIES-BEST-RANKED-NAME,Best university in ranking,string,,University of Victoria,,,
17,victoria,,UNIVERSITIES-BEST-RANKED-RANK,Best university ranking,int,,,,325.0,
0,victoria,0.9068,HEALTHCARE-COST-TELESCORE,Healthcare expenditure [Teleport score],float,,,,,
1,victoria,82.1746,HEALTHCARE-LIFE-EXPECTANCY,Life expectancy (years),float,,,,,
2,victoria,0.929,HEALTHCARE-LIFE-EXPECTANCY-TELESCORE,Life expectancy [Teleport score],float,,,,,
3,victoria,0.7194,HEALTHCARE-QUALITY-TELESCORE,Healthcare quality [Teleport score],float,,,,,
0,victoria,,APARTMENT-RENT-LARGE,Large apartment,currency_dollar,,,1700.0,,
1,victoria,,APARTMENT-RENT-MEDIUM,Medium apartment,currency_dollar,,,1300.0,,
2,victoria,,APARTMENT-RENT-SMALL,Small apartment,currency_dollar,,,920.0,,
3,victoria,0.5494,RENT-INDEX-TELESCORE,Rent index [Teleport score],float,,,,,
0,victoria,,ELDERLY-PEOPLE,Percent of elderly people (65+ years) in country,percent,0.001818,,,,
1,victoria,81.9,LIFE-EXPECTANCY,Life expectancy at birth in country,float,,,,,
2,victoria,42.0,MEDIAN-AGE,Median age in country,float,,,,,
3,victoria,,UNEMPLOYMENT-RATE,Unemployment rate in country,percent,0.0007099999999999999,,,,
0,victoria,,EMPLOYER-SOCIAL-TAXES-CAP-OTHER,Maximum amount paid by employer as other social taxes per employee,currency_dollar,,,82.0,,
1,victoria,,EMPLOYER-SOCIAL-TAXES-CAP-SOC-SEC,Maximum amount paid by employer as social security taxes per employee,currency_dollar,,,156.0,,
2,victoria,,EMPLOYER-SOCIAL-TAXES-OTHER,Employer social taxes per employee,percent,0.02632,,,,
3,victoria,,EMPLOYER-SOCIAL-TAXES-SOC-SEC,Employer social security taxes per employee,percent,0.0495,,,,
4,victoria,,STARTUP-JOBS-AVAILABLE,Startup jobs available,int,,,,13.0,
5,victoria,0.3309,STARTUP-JOBS-AVAILABLE-TELESCORE,Startup job availability [Teleport score],float,,,,,
6,victoria,0.7061,STARTUP-SALARIES,Startup salary [Teleport score],float,,,,,
7,victoria,,STARTUP-SALARIES-DETAIL,Startup salary,currency_dollar,,,64169.0,,
0,victoria,,ENGLISH-SKILLS-DETAIL,English skills,int,,,,100.0,
1,victoria,1.0,ENGLISH-SKILLS-TELESCORE,English skills [Teleport score],float,,,,,
2,victoria,,SPOKEN-LANGUAGES,Spoken languages,string,,"English, French",,,
0,victoria,,LGBT-DETAIL-ADOPTION,LGBT adoption rights,string,,✔ Legal,,,
1,victoria,,LGBT-DETAIL-AGE-OF-CONSENT,LGBT age of consent,string,,✖ Unequal,,,
2,victoria,,LGBT-DETAIL-CHANGING-GENDER,LGBT gender changing rights,string,,Varies by Region,,,
3,victoria,,LGBT-DETAIL-CONVERSION-THERAPY,LGBT conversion therapy regulations,string,,Varies by Region,,,
4,victoria,,LGBT-DETAIL-DISCRIMINATION,LGBT discrimination legality,string,,Illegal in some contexts,,,
5,victoria,,LGBT-DETAIL-DONATING-BLOOD,LGBT blood donation regulations,string,,✖ Banned (5-year deferral),,,
6,victoria,,LGBT-DETAIL-EMPLOYMENT-DISCRIMINATION,LGBT employment discrimination legality,string,,Sexual orientation only,,,
7,victoria,,LGBT-DETAIL-HOMOSEXUALITY,LGBT homosexuality rights,string,,✔ Legal,,,
8,victoria,,LGBT-DETAIL-HOUSING-DISCRIMINATION,LGBT housing discrimination legality,string,,Varies by Region,,,
9,victoria,,LGBT-DETAIL-MARRIAGE,LGBT marriage rights,string,,✔ Legal,,,
10,victoria,,LGBT-DETAIL-OPINION-PERCENT-IN-FAVOR,Homosexuality acceptance (percent of the surveyed population in favor),percent,0.8,,,,
11,victoria,82.02,LGBT-INDEX,LGBT Equality Index,float,,,,,
12,victoria,0.8369,LGBT-INDEX-TELESCORE,LGBT Equality Index [Teleport score],float,,,,,
13,victoria,0.9196,TOLERANCE-TOWARDS-MINORITIES-TELESCORE,Tolerance towards minorities [Teleport score],float,,,,,
0,victoria,70.2,NETWORK-DOWNLOAD,Download speed (Mbps),float,,,,,
1,victoria,0.7351,NETWORK-DOWNLOAD-TELESCORE,Internet access (download) [Teleport score],float,,,,,
2,victoria,12.0425,NETWORK-UPLOAD,Upload speed (Mbps),float,,,,,
3,victoria,0.5039,NETWORK-UPLOAD-TELESCORE,Internet access (upload) [Teleport score],float,,,,,
0,victoria,10.0,ELEVATION,Urban area elevation (meters),float,,,,,
1,victoria,1.0,ELEVATION-HILLS,Presence of hills in city,float,,,,,
2,victoria,1.0,ELEVATION-MOUNTAINS,Presence of mountains in city,float,,,,,
3,victoria,266.0,ELEVATION-PEAKS,Median peak in meters,float,,,,,
4,victoria,0.163,ELEVATION-PEAKS-TELESCORE,Elevation (hills or mountains) [Teleport score],float,,,,,
5,victoria,0.7081,SEASIDE-ACCESS-TELESCORE,Water access [Teleport score],float,,,,,
6,victoria,1.0,SEASIDE-SEASIDE,Seaside access,float,,,,,
0,victoria,0.9182,AIR-POLLUTION-TELESCORE,Air quality [Teleport score],float,,,,,
1,victoria,0.9942,CLEANLINESS-TELESCORE,Cleanliness [Teleport score],float,,,,,
2,victoria,0.8899,DRINKING-WATER-QUALITY-TELESCORE,Drinking water quality [Teleport score],float,,,,,
3,victoria,0.9156,URBAN-GREENERY-TELESCORE,Urban greenery [Teleport score],float,,,,,
0,victoria,0.7285,CRIME-RATE-TELESCORE,Crime rate [Teleport score],float,,,,,
1,victoria,,GUN-DEATH-RATE,"Gun-related deaths per 100,000 residents per year",int,,,,1.97,
2,victoria,0.9478,GUN-DEATH-SCORE-TELESCORE,Lack of gun related deaths [Teleport score],float,,,,,
3,victoria,,GUN-OWNERSHIP,Guns per 100 residents,int,,,,30.8,
4,victoria,0.8331,GUN-OWNERSHIP-SCORE-TELESCORE,Lack of guns [Teleport score],float,,,,,
5,victoria,0.8905,GUN-SCORE-TELESCORE,Lack of guns and gun-related deaths [Teleport score],float,,,,,
0,victoria,0.7446,COWORKING-SPACES-TELESCORE,Coworking spaces [Teleport score],float,,,,,
1,victoria,,EVENTS-COUNT,Startup events,int,,,,22.0,
2,victoria,,EVENTS-LAST-12-MONTHS,Number of startup events in the last 12 months,int,,,,108.0,
3,victoria,0.4449,EVENTS-TELESCORE,Startup events [Teleport score],float,,,,,
4,victoria,,FUNDERBEAM-TOTAL-STARTUPS,Total number of startups,int,,,,126.0,
5,victoria,,MEETUPS-DETAIL-TOTAL-EVENTS,Number of upcoming meetup events,int,,,,16.0,
6,victoria,,MEETUPS-GROUPS,Meetups groups,int,,,,52.0,
7,victoria,,MEETUPS-MEMBERS,Meetups members,int,,,,12463.0,
8,victoria,0.2312,MEETUPS-TELESCORE,Meetups [Teleport score],float,,,,,
9,victoria,,STARTUP-CLIMATE-INVESTORS,Number of investors,int,,,,22.0,
10,victoria,,STARTUP-CLIMATE-NEW-STARTUPS,Average monthly increase in number of startups,int,,,,3.0,
11,victoria,0.3249,STARTUP-CLIMATE-NEW-STARTUPS-TELESCORE,Average monthly increase in number of startups [Teleport score],float,,,,,
12,victoria,0.4559,STARTUP-CLIMATE-SCENE-TELESCORE,Startup climate scene [Teleport score],float,,,,,
13,victoria,0.5709,STARTUP-CLIMATE-STARTUPS-TELESCORE,Startups [Teleport score],float,,,,,
14,victoria,,WORKFROM-COWORKING-SPACES-COUNT,Coworking spaces on WorkFrom.co,int,,,,14.0,
0,victoria,,COMPANY-PROFIT-TAX-RATE,Profit tax (%% of profit),percent,0.21,,,,
1,victoria,0.9574,COMPANY-PROFIT-TAX-RATE-TELESCORE,Effective company profit tax rate on payouts as dividends [Teleport score],float,,,,,
2,victoria,0.4975,INCOME-TAX-TELESCORE,Income tax level [Teleport score],float,,,,,
3,victoria,,TAX-VAT,VAT (Sales Tax),percent,0.05,,,,
4,victoria,,TIME-OVERHEAD-COMPANY-TAXES,Time overhead to file company taxes,int,,,,131.0,
0,victoria,0.7651,TRAFFIC-INDEX-TELESCORE,Traffic handling [Teleport score],float,,,,,
0,victoria,,AIRPORT-HUB-INDEX-DETAIL,Airport hub,int,,,,24.0,
1,victoria,0.1818,AIRPORT-HUB-TELESCORE,Airport hub [Teleport score],float,,,,,
2,victoria,0.1171,TRAIN-TRANSPORT-TELESCORE,Intercity train connectivity [Teleport score],float,,,,,
0,montreal,81.8,BUSINESS-FREEDOM,Business freedom,float,,,,,
1,montreal,0.8027,BUSINESS-FREEDOM-TELESCORE,Business freedom [Teleport score],float,,,,,
2,montreal,81.0,CORRUPTION-FREEDOM,Freedom from corruption,float,,,,,
3,montreal,0.8871,CORRUPTION-FREEDOM-TELESCORE,Freedom from corruption [Teleport score],float,,,,,
4,montreal,72.6,LABOR-RESTRICTIONS,Lack of labor restrictions,float,,,,,
5,montreal,0.6705,LABOR-RESTRICTIONS-TELESCORE,Lack of labor restrictions [Teleport score],float,,,,,
6,montreal,1.5,TIME-TO-OPEN-BUSINESS,Time to open a business,float,,,,,
7,montreal,1.0,TIME-TO-OPEN-BUSINESS-TELESCORE,Time to open a business [Teleport score],float,,,,,
0,montreal,4.2642,POPULATION-SIZE,Urban area population (millions),float,,,,,
1,montreal,889.9822387695312,POPULATION-UA-CENTER-DENSITY,Population density in people/sq km in UA center.,float,,,,,
2,montreal,286.0110985080725,POPULATION-UA-DENSITY,Population density in people/sq km over full UA as defined by bounding box.,float,,,,,
0,montreal,12.8,WEATHER-AV-DAY-LENGTH,Average day length (hours),float,,,,,
1,montreal,,WEATHER-AVERAGE-HIGH,Average high temperature (Celsius),string,,11.5,,,
2,montreal,,WEATHER-AVERAGE-LOW,Average low temperature (Celsius),string,,3.4,,,
3,montreal,14.8,WEATHER-SUNSHINE-AMOUNT,Average daily solar radiation (Mj/m²),float,,,,,
4,montreal,,WEATHER-TYPE,Weather type,string,,Warm Summer Continental Climate,,,
0,montreal,0.5948,CONSUMER-PRICE-INDEX-TELESCORE,Inflation [Teleport score],float,,,,,
1,montreal,,COST-APPLES,A kilogram of Apples,currency_dollar,,,2.9,,
2,montreal,,COST-BREAD,Bread,currency_dollar,,,0.86,,
3,montreal,,COST-CAPPUCCINO,A Cappuccino,currency_dollar,,,2.9,,
4,montreal,,COST-CINEMA,Movie ticket,currency_dollar,,,11.0,,
5,montreal,,COST-FITNESS-CLUB,Monthly fitness club membership,currency_dollar,,,38.0,,
6,montreal,,COST-IMPORT-BEER,A beer,currency_dollar,,,2.5,,
7,montreal,,COST-PUBLIC-TRANSPORT,Monthly public transport,currency_dollar,,,63.0,,
8,montreal,,COST-RESTAURANT-MEAL,Lunch,currency_dollar,,,12.0,,
9,montreal,,COST-TAXI,5km taxi ride,currency_dollar,,,13.0,,
10,montreal,,RESTAURANT-PRICE-INDEX,Price of a meal at a restaurant,currency_dollar,,,63.01,,
0,montreal,0.6752,CULTURE-ART-GALLERIES-TELESCORE,Art galleries [Teleport score],float,,,,,
1,montreal,,CULTURE-ART-GALLERIES-VENUE-COUNT,Art galleries,int,,,,107.0,
2,montreal,0.6162,CULTURE-CINEMA-TELESCORE,Cinemas [Teleport score],float,,,,,
3,montreal,,CULTURE-CINEMAS-VENUE-COUNT,Cinemas,int,,,,67.0,
4,montreal,0.8944,CULTURE-COMEDY-CLUBS-TELESCORE,Comedy clubs [Teleport score],float,,,,,
5,montreal,,CULTURE-COMEDY-CLUBS-VENUE-COUNT,Comedy clubs,int,,,,83.0,
6,montreal,0.7373,CULTURE-CONCERTS-TELESCORE,Concerts [Teleport score],float,,,,,
7,montreal,,CULTURE-CONCERTS-VENUE-COUNT,Concert venues,int,,,,84.0,
8,montreal,0.7342,CULTURE-HISTORICAL-SITES-TELESCORE,Historical sites [Teleport score],float,,,,,
9,montreal,,CULTURE-HISTORICAL-SITES-VENUE-COUNT,Historical sites,int,,,,97.0,
10,montreal,0.6493,CULTURE-MUSEUMS-TELESCORE,Museums [Teleport score],float,,,,,
11,montreal,,CULTURE-MUSEUMS-VENUE-COUNT,Museums,int,,,,54.0,
12,montreal,0.7252,CULTURE-PERFORMING-ARTS-TELESCORE,Performing arts [Teleport score],float,,,,,
13,montreal,,CULTURE-PERFORMING-ARTS-VENUE-COUNT,Performing art venues,int,,,,127.0,
14,montreal,0.7393,CULTURE-SPORTS-TELESCORE,Sports [Teleport score],float,,,,,
15,montreal,,CULTURE-SPORTS-VENUE-COUNT,Sport venues,int,,,,98.0,
16,montreal,0.8237,CULTURE-ZOOS-TELESCORE,Zoos [Teleport score],float,,,,,
17,montreal,,CULTURE-ZOOS-VENUE-COUNT,Zoos,int,,,,28.0,
0,montreal,,CURRENCY-URBAN-AREA,Currency for urban area,string,,CAD,,,
1,montreal,1.2676461121,CURRENCY-URBAN-AREA-EXCHANGE-RATE,Currency exchange rate per US dollar for urban area,float,,,,,
2,montreal,,GDP-GROWTH-RATE,GDP growth rate,percent,0.02532,,,,
3,montreal,0.4499,GDP-GROWTH-RATE-TELESCORE,GDP growth rate [Teleport score],float,,,,,
4,montreal,,GDP-PER-CAPITA,GDP per capita,currency_dollar,,,44843.442,,
5,montreal,0.7182,GDP-PER-CAPITA-TELESCORE,GDP per capita [Teleport score],float,,,,,
0,montreal,,PISA-DETAIL-HAPPINESS,Percent of happy students,percent,0.7924683349556274,,,,
1,montreal,,PISA-DETAIL-MATH-HIGH-PERFORMERS,Percent of top performers in PISA math test,percent,0.16395889881368156,,,,
